stageId,score
s9DA2XkohMcNfupb3,100
zMBqDhugnEuJjfpmz,100
pkAaqJdecCow2zYtj,0
WuQdxz5nWS3zgteeB,0
dN9Z64ybWChqxrr6B,0
x2im5obhpuqJipqwj,0
kJSDPWRk37u3vsJ9Z,100
F65CCpumjddvbp8EN,50
zEaHFGWFpGcuuKYrh,75
C6DSn6mxM4pMcTcrJ,100
BwaeoLCAFT4PdhF2N,100
mSqRbjiFLrEnQ8gYQ,100
TAEfwnhdqucwTq2vu,100
hk_f4d548a98dc360e5,100
jrs74hEJPJDWwSAvx,100
Nrpnf7dCh9RFdCzjX,100
hZbixbzun5RpjZAn8,87.5
R2eSmR2rXYXQefpA3,100
zzSLmyLykz729myxs,100
JLEDMwK4KS9oyKb7Z,100
Cx2ENKoz9Q4NqX5CL,100
Bjef8s4SBgjGm6NT7,100
vH8LsS3jnXEdQm8FN,100
qXZYSYBhCqrabbnY8,25
FKYMazR38mvkT3Pyi,25
qNLY9ZxCNitZpqvyJ,37.5
9z2QSgeLnM243mKzA,100
dAwhXfTZTMpHfaxaG,62.5
n7wQkam8QwmXpoTiY,100
8wpXWvqvKtRYoruYk,100
mEysegDLxLcAope9A,100
EQgLDesJLEt6bNvHB,100
D56sPkdWFbXuGFSv8,100
FXkhaAkqc2gtLnQfo,100
SZiuXFCMuXArHrL9T,0
MyjomHLWS83ZqMQX8,0
GThoQp5ANPFaDXc5Y,0
2tJSiHZdaHEwy9z4p,0
odJEXvS4MmRiouDp3,100
FWoQM6oETa2LWqK7z,50
rHgyyebRzSiBJY4Cs,25
p2SiKmR64TfH5LRSD,37.5
gZe6tnQagDBjCR7yK,100
2uAsmDDMQLdfPc7YC,100
zbkmK2y4DLvYRqsDR,87.5
JgwmXH97dxZJg5RJq,100
ZyLbd5owS2xCNtsKm,100
qGQCS9fcDSWWnkgrJ,87.5
P5dgTrYwsNJaHtEec,87.5
R9oZB83qvvkeEcnC7,100
2sByhShS2RcNPQueu,100
xFM56ZfmCihi4njPQ,62.5
jfQ3NinWkoTk2eF8g,50
7AXqXAAA9oE2aGypu,87.5
shmcduzzMor5ixBsN,100
hk_c9660c5efe7c8634,87.5
43XRYhwwkEG2efP4e,100
nysHLiwFNAGJCjpq7,100
tEASbce6voS2JQ77z,100
jtJ8nn8nj2Yr8Z38r,100
6ThikNT7YXWvYskuH,87.5
44u5haH9d4yCR5ZpC,87.5
BBWnabKod96JaHrDA,100
LH5CfhW9sTcPGN4o5,37.5
bY2QKw5zo74wp7bFn,25
Zci5MKBT9SegSmcsL,87.5
uRAYR94wkMJKtkvd2,100
aqua4YXqhzPSDNo9p,25
n8qfcJxRgePjv6ZEF,100
SpuF7eZGeeWxHzt4u,100
JPm74N68NSovCAeE7,100
mB8mJigYepujepa37,100
MwBnPaKZLA4mo3TDp,100
HFDaoxFqXEixjPDvM,100
pEEy9gHyTDwhvZ9bR,94.69923339503137
h9thXkevg9MuyxEyw,62.28318222079437
98SbGwkmYuBLf74Qc,97.87979990272125
pBhPnSnmh64sKDQ5s,62.494623225067045
s4ZbMhxGfwqedEgSs,97.68658079719822
ZekCjwCbCzgG9dt9m,99.30024572318644
C9EXt538Y5GJ92wMS,11.402283414433802
G7gwfZG2QfuiSi4Tx,64.20221403355002
7BXHEyCiLvjdFzTcx,92.29489650279245
m5B9XdAKEN2x6LdPw,99.89105130637262
WXGvq4oneTpsySWJP,18.97863538014655
YuhyHXYEu5GnrLWo4,57.64927299871753
qMJb7HHBQCP2pvGHy,96.68461165343975
trnkYjbJFegFngRR9,99.45824825383744
MrSRq7GhRxyXQHB5c,12.346353439517467
LefFuSRQC78kvcE3k,58.3514356079906
dmGXCAa66P6gh3k49,95.91509627359692
rPw6emFQvtiYgZ5d5,99.69756094095531
4yQmKqFsgGEKkpuPn,98.76713982942047
BejDgznrCYzJyKP6o,4.628936384180457
Zv2PMfQvD4GxrJ5s8,42.95720081778771
G38jgGkPRbYK5wnFj,98.19486585858195
hWDKcBXtqWuij22tw,95.14331763506637
qjsAB56okdH3RRpdk,96.63384808834984
zMdLRL27MerE4pze9,47.960323474699464
QXMCXahtTrKFkezhF,97.47767535087979
uQndbYRsT6SyadsxL,97.7130417113944
E97yg3bPwPat4gJZT,23.60745590927864
ghoNDuEpkRf7aaoMm,57.186729712537385
5XcXNLPHxHBFiA2EM,99.60888423170559
wEFRH8cqoX8WBD47S,95.05853815198002
qBnzD86pSqxN5YnpY,75.34536956446047
BFYSGLyP9gQYCHsLd,56.620547959632795
XoL3vRnKpMJhiFdxT,99.23015952175335
EF2jWvbiYLWYu5L5y,92.16410674174135
2x6AwbarKaeFbTQmm,15.220200253092173
2mDBMpY6HMA7w3EQj,52.16916899490441
2P7gaiXtXEvzmxrzC,84.67512706185981
qcs89JPJbd6oGLbSt,97.39852177994294
mJQw24NWMzehKcmTi,77.14484496546122
3M8NrJtheaiq7s27T,71.07083104815106
XijMsDMj76eCz9Sh2,57.699546918597804
jbSooyfHXKS2Nvgt7,8.973164394356148
Mzoq9tgmrrmFbyCrA,98.48604191818004
2Fsz3kCYDudqpAB2D,58.727904472932394
RSDDDWG372zbrcob2,99.62511400759323
wSwfNAHgf6rxwyLvZ,18.27830858992971
zzSLAiRHdnvjzRzrw,60.16515396502042
2JEtfw4MJwXevgDYo,96.49156179573657
yGzZCr3Q6YSYk3TE9,98.82154859269077
hk_4c2dff7c3b4046db,8.701174851927552
w7Hc4A62XbaZZ6iso,57.47971680323006
3kDCGaejtm7X3Jtmm,93.93574243083391
YkaTpLs3dYmNbBKpB,20.632959240752925
i3xegydYkxZXzHqBs,85.87936462306209
X4zoMRZuxFrNrRrqu,87.77918617499482
HwG94oDChMkq8MtjN,63.61868525623751
ByrtEczuQkmEw9ffB,98.62105776849675
rG9LHLn7pYXuWRwvr,19.536739559274753
hk_7709172a8658b942,57.95274357056491
5GsBwbs8jKHdAdkEg,92.09254444323366
SnX88fZqXwKF97pSa,97.602206933408
L7rRhKRkZX6hX6xqt,65.45659501043022
EyeLsfidbseM2dDoW,92.59767699891822
teAiXaBbX6ge7RWyh,97.86778447277896
pv6Le8W2a4edCMJWH,92.05779107114675
EvCypR7ndRJuKG7BJ,12.037450876018358
2qKFGDAfeup2dhBMA,59.426449300517525
guj7wxj5M5qKKKrc4,98.02153108996299
KLKtemryumnE6kCZd,92.90876407860124
xS5E6CMkcsead5Khk,10.078842627612138
iHEpgXdkiaegYrKNu,59.35900392496026
NEY4yNj6XbECRZALE,99.95710185021285
nkLrvqXqjXSmqGqKk,93.05174562939938
4H6TRnEMm5LJZicGb,9.180369335041183
xra9fMqCjTiuANqyi,58.55853313242587
EfTds8uJbzafyu2iE,99.048827226979
Kg2D9uFb2yKRjwFrA,89.0502991978428
RMBh9NMSJXfojmCBA,10.692782319785737
NJPEHpDdxh9ENxXiL,69.25614605222248
9gWbEYMfP7Xt4kTRo,99.90835441972789
zQkHQfRMWi3zPcdXz,88.76753896577712
WCHTzwj2NTgajy5CR,5.988537204964896
7LD43pCF2uwygjnim,54.95801860955797
iJERDhkosCp5GvjZa,82.61792297476714
GEXcNTjrELXC2YQZs,98.48214016941306
dhdmeGsov6kmBayid,15.584490209918252
iP79mmeBn66Ax3kWF,57.05475769181835
xxEm6FYZXJrMBK9wD,71.1415801359303
FL3CskMXwyPXG2SWc,87.41549420931837
HSJH5MfyfmWrprDDf,25.10989439441428
65sn5u52twBm8tHJL,88.54736719993848
xSd5DCCnABsDzvtmK,98.91456768823575
hk_90a96a33ed60111e,68.17195487565704
jmutmGRKw4DzngkHp,13.394889197124213
kMudhZFhdCgYpLSAn,97.23505799691667
tGyvi85HWbnFXD9GR,99.7209970268103
2EhNp8h6ngqrEpd9o,59.11166317138439
fqA8FgCHWo9Md7sHn,53.94645020978702
tZZ5QcB5qsscuQqtW,88.80523743982823
h7dJBz4xHRHcWjSXP,98.77856559137525
SbpHMAX2Htgu4znqX,52.21422391665726
5zgpffa7MYSpde3fK,99.54762724959207
fygX99t8LsjScKnnn,99.28381840902132
TjPNNcAXCE9v8abE6,63.93917031469382
bQcsx9zdKAidrrx62,33.84170378656216
cX43EJLxJCZiADABP,97.25318698865506
9oSStszecSP6yBPSz,80.97091372074046
rMoyiFSSonWHxZ3Fo,68.96296549412796
vbanQfnSdTZozTbdh,44.23725236204401
ubaXd9yxi3MCW3iQo,85.171977174585
FhKCzh8YBQGiK2CBy,97.0272580610645
cswQzfxEhRhAWerG9,68.76366656552354
SdTY3Mh5rJDHm9sZ5,27.841823946114282
hddvr8in2Nq9Y9W5i,90.4590892007905
viPxTRqHkGa5ysgqW,98.77886104983165
tpWvDAarCmukREbzi,65.2195696308387
XCnkizJT8ozA6yauW,14.211781750108925
7jaGCaeEiiSeYxbaQ,90.79102754676187
JH92FwjcKpZkqwMFt,98.70508134656373
XPgavk6i7GAPrQBbZ,64.36909819579215
4BEyRoFfmwdhayed9,66.24355586265109
n8QvBEYggyp9C52yr,94.42890126886394
ExQQbiQ7GBnXD22fH,99.87606849840154
fWDPXBbaYx2pHXKq2,70.76204506858961
7tJyLBPvdoPac7vG6,6.043592023162603
JX89J8XxMGDvqzdKi,74.59166609447219
qztEQCGZGDxpCNw5r,99.5086515032946
NwpY6kB9NCzqm93Tm,54.14798949079805
qLyLTym3LDnyhvGhQ,22.97828047330392
uJu6YpugxZovzWymM,97.60967351206396
Hbtq5Yj6Jt6F3DbGZ,98.319013195005
7xJ87Nw8qASTLL4ud,60.85610602287646
Wgv9znQAFHgXei8iT,12.30927561349252
5s9sifLGiopmfpwm6,99.23765178636118
hsEhog3SZxht78z6M,98.60442909671576
3ZHXute4SFQWt5mXu,71.06257759707752
3e2owgspztAZ2Qm32,98.7929288809262
oqXipW9p3MXbc5aQS,93.53788633200692
DatmBPCzvvQRQsrSb,94.16396467510266
9HYbkGYmWvLjse4kT,64.20842766594394
9y5jJuByYpFcBsh9S,8.483249542975702
mQybHCfEBk3pEo3Hd,96.53132270154357
HZt2vzr72hWjkYur8,99.6304148783432
kPXZAsBhM8WAytmHj,63.031884751711935
sdKSdPuJbBJkcTD3f,10.07544360420749
h27AuNzq8nQFKsBma,92.12778942413021
XudAFw5zbGJ6h5K8c,97.11807103270328
5ngm5QmXKsNpLWZSM,78.43083992283877
7knwEMxjeLKzLSC5Q,40.39265237255899
DwkwdkguFKTF8ZW4G,90.08306135884327
oaTEZSgvkJFca2zkS,97.82158147684325
fRnX2tutkt5aEZnPv,57.446240443436395
srLkCaZCNpWZnfX9h,19.82386474537255
Y6G33gwFhuJDxzhbf,96.87685292994107
hk_e674313a1f73bbe8,97.20681126338816
WFB5JPKJqHMySwjKz,33.91605870647484
NDKLt8QdrKaSrxDfP,47.38477898938296
RHKndJan8eFvzZC4L,94.82554488579663
i9HLWdncPyhqeWf6H,75.64926169289862
KK9nLPLhhgmouWbCd,17.12621655691262
uvz73X5maWymTYd3F,44.57639641837542
ekEmEcrfpMiZEZ4Xd,99.9043242868226
uXR55EdyzyYng8QWa,96.95761679937871
CZYZk4oLuMFE3QgAE,9.230057331245499
PQ5oBorR8SuR8KAx5,63.174665232813474
xi9DhQR2veffHuJxa,87.29005264033756
52ytBB5NuBq9deRfn,99.70805365191467
J4cxLoXPd6CAXskbJ,5.341282978548729
t2gWFXEf28xCkXKoi,67.42821312845093
8KWrHxL6nGEmN3bva,91.27325113406631
u6iT5iviXx3sQ7D79,98.67900696375924
DcFr4dwJrKWDf2GsC,54.60306425730203
MvfgHqRxvzdapetKx,93.40512148454924
Jm224tHAmYFcb7rLF,98.17749821435307
pdJ4quNzNyZ3ADnd6,3.1612634986377466
bR4k4Meix2BbYHqbc,58.18202220492499
xNzdvbd53p2xRZx85,89.96549360677565
napdgr8GydubkyBQb,82.62477004316537
DQC4bHCwDTtahCZQf,18.5111477919862
QAscGLWT2c9cnWmgK,61.4835423378608
PP4yqN5ZEdiBcX8ux,94.53832439652201
t3m6YYvZCgRaJre3y,97.51415960744758
cTyzZKzcT2pkFGQ9y,15.1050479691021
jemhQuaiw6thshcTk,57.85427048746713
muhhimbJswdwEjXv5,94.35493111204838
EPvPyQfFbmuwWh3xt,97.97629813509319
EP3o4PSFn9LPYeCxx,11.5146549626397
jpRGA86jHfhxdD7kW,63.6952032044969
SmpFcGivnqFgTywPF,99.94709477363854
hk_bf74b746fa75813d,99.63726939291111
G79Aa3v3Bt64YTGoY,11.182973368803712
3kKJ286dNN935wGWk,60.1646927389864
6fp7D26Y4f5zrsdkf,95.07133496125991
3sdsfWcHomPg73oF2,98.99382178211624
TkNFrBpqJfE9M7gmn,98.94665603976227
6XRpBQctLNSwna5zX,89.8696653020366
TeaLn3Z9wNca7peow,22.042840871925762
LTd55eXfzfJraXPMS,42.277023098495285
TQE3qbPJnn4JqweRj,89.2952943107501
pTCKXaokHxjKdBnRW,96.63372103821621
HpsRqRWsLe9XjP9HX,3.213190521908018
zRiyzfYFTidgaDqra,78.04744586221932
3TipWgx56pooRoRkL,97.75787777094719
Tw5PjeizyBGoYREuY,88.66830287213882
p5nQeSDgxpsLdmqAN,32.90682043610063
9vjAYRGFMPRawLZBv,59.039848990560856
PG39hSB8QJn4bYJjA,91.64059851158662
Kx5ThcnY92QoFgaH9,90.65776315556548
YJbToDsk6CibYPX3v,6.240469981594446
xz3yCFk9NC5MhpTeQ,66.59512372462842
FiLBRModFTY3zccaS,94.37793344662781
BsZFdDAKJoe3nKX3w,99.57419277721618
okAbJJYqoNMnhvdmP,96.600602260796
7NNtF4iagyE4pxAac,93.50984347578039
xkGmJGBQB9yzsP4T7,97.08235959116179
FhumCaYKRok7gxaEX,2.0479631117309793
RrTkix8vsk8Fav3oS,64.60847151338375
C9SpPriGH9FrWSuQC,92.27958490880127
43RgPKxtpjbixSPgE,99.68865882224014
LKX8GEtmLeWcYeNdA,29.380522473492665
jJpDqoQdj7Y2CE64e,60.638671738644646
zKirhqzS7PqmXPL4j,94.05507792380736
Li4xf3KyPf7CwsQmh,88.05780715969622
mbo5NgD3xjD5sMYwE,25.685799334983855
26Ww3sJDHgGKC9CtE,55.434972585696144
txZHfPeJcJotwTsxG,92.44609275219173
cSjn2HtzCCphXKMFG,100
TScxRf6wrRCpFjAvN,14.822138116089276
C92NKD8RHqwhZooLt,64.35439822555514
8e8kCTBXARiNYs8iY,95.6582867361769
tQTXvY39HsXqg7q79,56.937857948054486
5K8fqTNqesouSkbhj,79.31392858252681
kN7xExwxbsboE3GbW,87.72529148056165
9tg9HtPRyNCxFfZKK,40.50764022962304
i8dvjBeA7HSNsc8rm,98.7821834887642
b9J8hpTf9SbSNHoCn,10.575690815514696
pB782QtGwmytpHCrx,57.58694826812141
mS4imshpKSqjzSC5L,97.15108473689074
B3MGWRXFw6BNMujqi,99.99097800616056
yN2z8tJke7sNqBSQz,9.53331485478382
98p8firnLvXFwTnvu,55.89389285814999
GPw2Smeon36zdZETv,94.92250010160653
gL3AYSoirAPEhZxRk,97.43322671633476
SvimpGAT8fgye8KvE,24.813116015151593
SSA5vwLrBraiDk4CP,50.048774507889135
rtmqFZLnyAf8tBbvu,94.54046244568518
FeA8PQoNtuTTybYWd,57.43550382017217
PtoYvFKGm5PT7NhdT,3.315195772689034
4nxZdtGngXFgSgMuH,68.57838664079442
3y9Tya7nodRh6uLeM,90.46837895427056
c9uvrCQ3rnxJcpxvS,57.534578967122044
iFWBTTFpERqFoK3Go,50.9196385283824
BX2PK3mKwG6EgEJ7y,95.49804572762538
gt5YMi7bteBrHdTCH,99.87174509579644
MpGGPNgMRgeHW6cpq,16.0184847432945
oMJHtz2hEbQmYJdic,55.50159062570572
NfK8MyygRw6xjAFNT,99.8288362938677
b9NaLQ8EXNsz73kii,98.76919879324055
vkzDRuFuvZSZrSGG9,17.760113804518166
3ZejfckQbyGXYZpJM,61.85398679396065
XBi6qJs3WR4MyB2uB,99.20166158556614
zeh4BtYiLL3vrz9Qh,99.39801236422589
EfiwNHDGTwZckN4Xt,22.191461302999627
HJfsxGn7ksgfWGuhg,61.61008248761757
fEfb9QsyGzoqFZFSx,96.62602105001459
Pb2vNgMaEK4rDQAa2,99.74127843841617
hk_171110b87119dd3b,16.17008267359084
7F2cREBh2nRbp5ptE,42.24840124627756
6BDeP4EJsW4TeqvMj,98.9010763428282
twvATf8mrCFLj3CDT,98.76693064779943
qYwWoXEGNYtTBd2X2,22.871293519540927
bFe4Kk7oyfvpr8frt,62.72667480306568
oEjn5Ant8bcQsbqg8,94.9903516536482
iZdpEgPWcKCBqf7Tj,99.92807352061396
hbrL78mBXzHFmPQws,98.82764744189782
QbsnFPNATb2GpztTu,73.65192207914174
narmibzpS8M8PtJP3,99.90837938911845
EMTerfyjWY3epRRux,99.99206448640238
poLnGYgknCAjtPhwR,14.64846868894322
rnAwbNinKzqvyphu2,60.602794758897986
qc37KXLGYiXLwuRbL,96.51978393727303
L9moSFkD5zdyoxQYM,89.41680724161567
RYBmA2fymZSbef4pY,21.294739212613553
b92mridHDoy9eQswM,82.4567172112964
qvHseWvJiy5bexBx6,84.89045556788199
esi78sEBpmrm6i22Z,98.36715130114644
Cyobzg5pHDXJXSnEZ,76.14630292031882
Ls5XgbbN4r9B8FAQR,65.1519761473311
8xa6fKnLffXrJXRfo,92.54223521418844
K7CjLG4adqRtxjDwy,99.49810441559627
hk_5dfe8d48a9de3fed,91.56671889756726
XoAxeA88Baoif9eyw,58.4687975545037
8ZEYgLbGbSZkFSEfa,49.81866997714958
gmb2cjsiMk8WzmPGt,91.40967318661606
QCKNv9SjFax9gN9jS,93.05660133908178
ZoQxNDMJJMCW5QYoN,11.679094768002061
KTKyNQvB6nfobhJqX,56.83889519755168
pgPQ2CbqoZ9i78NSG,99.19007589779537
Sx9TiqMEZzes3nkHb,92.25045640863726
6xu2x7vdbfZ9Lw6Jc,25.655707695401208
WMKmn9mkNvfFnXF73,65.35492113705367
3GFb8XCTgYfr98jAq,94.26868211919596
jYohufSqcvmF6ku96,16.423064882744047
BaNefEyDWasac8tYG,72.52799541299906
oFRmxkotcGng9ofAb,92.41261249683473
kmqNALMd5hpsYaeXM,58.57651473247466
tSgaGPxwCQTvDzTMo,0.28358020917529025
o7zHcJbWHL4rdpwGn,57.859656649660465
xrzSTtoujZpJQ3t2h,61.85350592980196
CCG9qYyzNpfC6rwHq,97.9797769451813
XXLGgagHvKfBGqvae,62.631004625044525
rC2fQETR9PfCmwT4B,97.49538930530049
pPy2xffPGQhPhaE8q,97.74799344569266
uAXnFzQPmsw9JeBoR,99.61723212436418
yzYuhMdBCBrzvik57,57.60311729536037
BaJMn5cGMQ2w4nbMm,50.44557753329766
hk_c4f7589399672d2e,90.06575870697844
hhYfyjDvCFNnXJgdd,98.17510444717306
Suca3ndBRpRSDtBtE,73.82697495104225
2ktx8eXeKnZTCgYas,16.30484369949386
7fPiJZoYdKif59g4J,98.92617327286618
LuvmJ5ReGJ2ESbczP,98.9772239168643
NDQ27kBsLZmrQnx9Z,62.25093522603234
oH6d2MpKCN6vi6oh4,30.454351330436996
YWm54mNtXnr3XTBmN,93.19522506171346
NJdAKMi3Rd7qyeKnd,97.54191297048969
64dDY9f7349ef6Dos,62.02887297541426
C2ySfhW7dwtyG43Lv,19.205124032076146
hf9CjTst86N7fJc2A,99.6154284890831
HCSTqdP5tr8aFgqkM,100
LCDrfTZ32qBdJoeR7,30.000000000000004
L5Ce6nfNxDivatSrD,40
jpogcrDdgv8rtHjFS,45
62xcjzKJivf4w4JCg,25
HRFYNsRTvs8TxwGz6,15
QPs8eWnFXaz7vRnv6,25
vY5YcDGQJctFcXqEH,20.000000000000004
vWopBxTFd34vMkZfw,75
7r8q67bZKbETKpzXp,0
xCoPeAX6FiwJXwvmc,15
HFPxYAbkdK3rq2Sni,5.000000000000001
yrAKxggXTDrDHuC7R,100
zw9AJrvN3cDJY2uj2,0
bcLaCmicFvAjgkwKa,40
aWHddrtJZbKGZR9zA,45
u2bHaQw75emqNQfZ4,25
sN4TvXfZb9GbcRzr2,20.000000000000004
mTyKj8v8tskpp6b23,30
ghyg6Ns6JdAQ9GoX2,50
hkqGoLLEksCoi7Kw4,100
woMjtKE9NjHWGex4c,20.000000000000004
BKKtxgcnmBihCxmig,30
hk_d9f943a05cb40e3e,35
RbbbKsN2kDtr6v4yL,0
Xqr2aKmeZk9oFaeYN,30
o7LBd9LtteBpbtpGp,25
W2dzEgJYRmb5vfij4,55.00000000000001
uLpkmCaLBbJs4WiMy,0
L29T3B46xSwbo5r5i,40.00000000000001
qZPQZ2ALbfw3wumJb,45
LM5BhG58bPgGwWc3t,10.000000000000002
us567yuti44En8Kqv,75
7TFZ9veqJCFQYTmc7,15
Jzbo69JFKAM6tvaA7,40
eWEnybT4kSF2Zo6n9,60.00000000000001
yxMc2WkyEv9hRMG8B,100
RHj4A3kqjhhXFXrgP,20.000000000000004
h9EBZbgLxm6mhhhKr,40
L2zkNobsdviPv5Wbj,40
d6YFrAKnbDZ97dLb5,25
yHQDtKEthRPTzthhZ,5.000000000000001
hs8nNrev73cHCPcne,0
B8FtEW7gJh5gFBS9F,20.000000000000004
