stageId,task,complexity,playerCount,score_real_raw,score_real_raw_normalized,nominal_avg_dedup_sum,normalized_score
6Xs9RPNNZvFFdeyB5,Recall Association,High,6,87.0,98.86363636363636,73.67045454545455,1.3419713095788985
6huQyqZnj7o253dgu,Recall Association,Low,6,28.0,93.33333333333333,80.9,1.1536876802637
6u6mTFS5S4RNPitAX,Recall Association,Medium,3,21.0,35.59322033898305,47.83050847457627,0.744153082919915
7vb75Lja9Dwn3M2An,Recall Association,Low,3,12.0,40.0,58.43333333333333,0.6845407872219054
85LX8CHmfeSuWSiKQ,Recall Association,Medium,6,42.0,71.1864406779661,70.64406779661017,1.0076775431861804
88FybbNo7gfdgK8H4,Recall Association,High,3,58.0,65.9090909090909,48.92045454545454,1.3472706155632985
8DDiYvodt22FB3N5G,Recall Association,Medium,6,38.0,64.40677966101694,70.64406779661017,0.911708253358925
8MKgNNzwfqjoeG8zZ,Recall Association,Low,6,30.0,100.0,80.9,1.2360939431396785
hk_d79c49a7efc09eb1,Recall Association,High,6,38.0,43.18181818181818,73.67045454545455,0.5861483880919327
hk_b6753f52d4fb9b89,Recall Association,High,6,76.0,86.36363636363636,73.67045454545455,1.1722967761838654
B3wo6MNm3c2mn3MPC,Recall Association,High,3,25.0,28.40909090909091,48.92045454545454,0.580720092915215
BJ2Zqt6hi6nXyDkQr,Recall Association,Low,3,21.0,70.0,58.43333333333333,1.1979463776383343
BZS9A6onRkvotMJa9,Recall Association,Low,6,24.0,80.0,80.9,0.9888751545117428
C356pJxFQE5mHDWmQ,Recall Association,Low,6,26.0,86.66666666666667,80.9,1.0712814173877214
CTXM4iWCca5qvAcnK,Recall Association,Low,6,29.0,96.66666666666667,80.9,1.1948908117016892
Ci8DmoWL7RXH4bGiG,Recall Association,High,6,50.0,56.81818181818182,73.67045454545455,0.7712478790683326
CohzAhGKXygjQePZX,Recall Association,Low,6,26.0,86.66666666666667,80.9,1.0712814173877214
Ct6TfRY8Xv9hhvTTe,Recall Association,Medium,6,58.0,98.30508474576271,70.64406779661017,1.3915547024952015
D2aay9sqPZmGNd4AD,Recall Association,Medium,3,19.0,32.20338983050847,47.83050847457627,0.6732813607370658
D6ZezuAanwgqLFKZy,Recall Association,Low,6,24.0,80.0,80.9,0.9888751545117428
DHmCerqnirt9A47iu,Recall Association,High,6,74.0,84.0909090909091,73.67045454545455,1.1414468610211321
ELuTma9dLjFZgfGR5,Recall Association,Low,3,16.0,53.333333333333336,58.43333333333333,0.9127210496292072
EMzPMHWDd2GCPD2ri,Recall Association,High,3,30.0,34.090909090909086,48.92045454545454,0.6968641114982578
EisZHRQiqmaghhLpm,Recall Association,Medium,6,39.0,66.10169491525424,70.64406779661017,0.935700575815739
FA42uwBP9fpPjBEwa,Recall Association,Low,3,28.0,93.33333333333333,58.43333333333333,1.5972618368511124
FfDM95QsXAXdSGbPQ,Recall Association,Medium,3,34.0,57.6271186440678,47.83050847457627,1.2048192771084338
FiJypMNkkq7tg9Xo4,Recall Association,High,6,66.0,75.0,73.67045454545455,1.018047200370199
FvHz4N98vvbuAt2fZ,Recall Association,High,3,38.0,43.18181818181818,48.92045454545454,0.8826945412311267
FzXy84b52Rq42Ajzp,Recall Association,High,3,85.0,96.5909090909091,48.92045454545454,1.9744483159117308
H6WgYTZGuoPwZQWjS,Recall Association,Low,6,25.0,83.33333333333334,80.9,1.0300782859497322
HaT6dofuSBeZovdCa,Recall Association,Low,3,13.0,43.333333333333336,58.43333333333333,0.7415858528237308
J3FbJueZ6QMWpzsML,Recall Association,High,3,49.0,55.68181818181818,48.92045454545454,1.1382113821138213
JYsEfaHKcCjpZ3qWS,Recall Association,Low,3,30.0,100.0,58.43333333333333,1.7113519680547633
JYuixvinwpkexZsGt,Recall Association,High,6,77.0,87.5,73.67045454545455,1.1877217337652322
JoDsZ7LL5iiLZwqr2,Recall Association,High,3,0.0,0.0,48.92045454545454,0.0
JpN57rD2hKcbWad5L,Recall Association,Low,3,23.0,76.66666666666667,58.43333333333333,1.3120365088419854
Jph8awqPi3PSNAMh4,Recall Association,Low,6,28.0,93.33333333333333,80.9,1.1536876802637
KMwgJqpTkojK3mFq2,Recall Association,High,3,53.0,60.22727272727273,48.92045454545454,1.2311265969802556
KzmZZvSxhAEtdaNq2,Recall Association,Medium,3,55.0,93.22033898305084,47.83050847457627,1.9489723600283486
LKLkmEmbR4Mw79inH,Recall Association,High,6,55.0,62.5,73.67045454545455,0.8483726669751658
LQW8fdu4EigNmpa4T,Recall Association,Low,3,18.0,60.0,58.43333333333333,1.026811180832858
LXBKEqz5nyqitbGPf,Recall Association,Medium,3,19.0,32.20338983050847,47.83050847457627,0.6732813607370658
LhtKYAsM7SaEBQmRL,Recall Association,High,6,66.0,75.0,73.67045454545455,1.018047200370199
N5o459ebv2bdvR6pa,Recall Association,Low,6,30.0,100.0,80.9,1.2360939431396785
NZTixiux2nQzGXMq5,Recall Association,Medium,6,42.0,71.1864406779661,70.64406779661017,1.0076775431861804
Na69qss7FEjxagmPL,Recall Association,Low,6,29.0,96.66666666666667,80.9,1.1948908117016892
P3co86CghbpieeMaC,Recall Association,Medium,3,32.0,54.23728813559322,47.83050847457627,1.1339475549255846
PLuv9Cxuakj5pdmgZ,Recall Association,High,6,46.0,52.27272727272727,73.67045454545455,0.7095480487428659
PsvLvxczMG2PGkXLb,Recall Association,High,6,48.0,54.54545454545454,73.67045454545455,0.7403979639055992
PzF7WkuvfifnnLABw,Recall Association,High,6,57.0,64.77272727272727,73.67045454545455,0.8792225821378991
QmKQv3yeqjeyJJCWC,Recall Association,Low,6,14.0,46.666666666666664,80.9,0.57684384013185
Qs9tsZq3vdD8Qvs2L,Recall Association,Medium,6,48.0,81.35593220338984,70.64406779661017,1.1516314779270633
RhyyeDAkajLtxxPSA,Recall Association,Low,3,17.0,56.666666666666664,58.43333333333333,0.9697661152310325
Rrmtzb2p5azbCWt3D,Recall Association,Medium,6,49.0,83.05084745762711,70.64406779661017,1.175623800383877
SAatnmsHnAubEeH6P,Recall Association,Medium,3,52.0,88.13559322033898,47.83050847457627,1.842664776754075
SKGBaMmtG55b56NDP,Recall Association,High,3,67.0,76.13636363636364,48.92045454545454,1.5563298490127762
SiJXSe4kMfFYjpACQ,Recall Association,Medium,6,43.0,72.88135593220339,70.64406779661017,1.0316698656429941
SmLbrGnoo7Dx7SECe,Recall Association,Medium,3,37.0,62.71186440677966,47.83050847457627,1.3111268603827073
SxiTB47JHpBTGDTTA,Recall Association,Medium,3,54.0,91.52542372881356,47.83050847457627,1.9135364989369243
W9pChegiGzTuQF6rG,Recall Association,Low,6,15.0,50.0,80.9,0.6180469715698392
WBbtusHAjsvCTwuro,Recall Association,Low,6,20.0,66.66666666666666,80.9,0.8240626287597855
WME7hHvA4omZK8foN,Recall Association,Medium,6,50.0,84.7457627118644,70.64406779661017,1.1996161228406907
WPP6SzQmG5ke7cFze,Recall Association,High,3,80.0,90.9090909090909,48.92045454545454,1.8583042973286878
WZyNAbWwEc4aWneNj,Recall Association,Medium,3,48.0,81.35593220338984,47.83050847457627,1.7009213323883774
Wf42Y5KvcXdfCcTRH,Recall Association,High,3,42.0,47.72727272727273,48.92045454545454,0.9756097560975611
WprGZB3oNBMQrJhdP,Recall Association,High,3,71.0,80.68181818181817,48.92045454545454,1.6492450638792102
Ws4JmDFva2tXybuHZ,Recall Association,Medium,3,23.0,38.983050847457626,47.83050847457627,0.815024805102764
XCz234rwF4bBpBwTt,Recall Association,High,6,67.0,76.13636363636364,73.67045454545455,1.0334721579515658
XLyaz3NKiJXtijHDC,Recall Association,High,3,34.0,38.63636363636363,48.92045454545454,0.7897793263646923
XtjDiRRqRh22F3HGE,Recall Association,High,3,83.0,94.31818181818183,48.92045454545454,1.9279907084785137
Y7bXKQDffQZiMmAgg,Recall Association,High,3,34.0,38.63636363636363,48.92045454545454,0.7897793263646923
Z7c5MHQRGNroQMA89,Recall Association,Medium,6,59.0,100.0,70.64406779661017,1.4155470249520152
ZJSCfcEAJYmp8djaz,Recall Association,Medium,6,35.0,59.32203389830508,70.64406779661017,0.8397312859884836
ZqvKf5JJdoa5dMHnH,Recall Association,Low,3,30.0,100.0,58.43333333333333,1.7113519680547633
ZsE5489wFDc7GSiZp,Recall Association,Medium,3,29.0,49.152542372881356,47.83050847457627,1.0276399716513112
ZutENy4E8ucrHMYnk,Recall Association,Medium,3,32.0,54.23728813559322,47.83050847457627,1.1339475549255846
a9orTPWKxFXYgcQTg,Recall Association,Medium,3,48.0,81.35593220338984,47.83050847457627,1.7009213323883774
aPTz99peoPAnvhHja,Recall Association,High,6,72.0,81.81818181818183,73.67045454545455,1.110596945858399
aRz76NbNXf4kJzxrz,Recall Association,Medium,3,10.0,16.94915254237288,47.83050847457627,0.3543586109142452
as8Fj4EyG7jZ37yy8,Recall Association,Medium,3,12.0,20.33898305084746,47.83050847457627,0.42523033309709435
bmzqEcif27ZsXtGW8,Recall Association,High,3,23.0,26.136363636363637,48.92045454545454,0.5342624854819977
c3qMMpeuZikCSi5zA,Recall Association,High,3,35.0,39.77272727272727,48.92045454545454,0.8130081300813009
c7R7vQkXxSBE9fiLm,Recall Association,Low,3,28.0,93.33333333333333,58.43333333333333,1.5972618368511124
cBLqSWA8yfs4h3hTu,Recall Association,High,6,75.0,85.22727272727273,73.67045454545455,1.1568718186024989
cZ4wGprMrdjsnTa6M,Recall Association,Medium,6,24.0,40.67796610169492,70.64406779661017,0.5758157389635317
cbZw2zSYEBfwaJ6Kb,Recall Association,High,3,20.0,22.727272727272727,48.92045454545454,0.46457607433217196
dDkus6QBt58ahZ7mq,Recall Association,High,6,38.0,43.18181818181818,73.67045454545455,0.5861483880919327
dXD3Sn6gwz9iNZuHN,Recall Association,Medium,3,22.0,37.28813559322034,47.83050847457627,0.7795889440113395
dxSBfPmbHo2nYLE9Z,Recall Association,Low,3,18.0,60.0,58.43333333333333,1.026811180832858
edoaqkJsAhES3pBJv,Recall Association,Medium,3,41.0,69.49152542372882,47.83050847457627,1.4528703047484055
evJ5nrvAGw6sMvEoM,Recall Association,Low,3,13.0,43.333333333333336,58.43333333333333,0.7415858528237308
fZqzEGDf5hxSvYvze,Recall Association,High,6,73.0,82.95454545454545,73.67045454545455,1.1260219034397656
g8rWsFbHjkhGHAvv7,Recall Association,High,6,88.0,100.0,73.67045454545455,1.3573962671602653
gBX4x4RBeEBmk8Tga,Recall Association,High,6,47.0,53.40909090909091,73.67045454545455,0.7249730063242326
ginazLDgSRFY8o5nR,Recall Association,Low,6,22.0,73.33333333333333,80.9,0.9064688916357642
hJAxYAL3mkWRTf3C2,Recall Association,High,6,71.0,80.68181818181817,73.67045454545455,1.095171988277032
iSHFR6e9YyNeDLJmr,Recall Association,Low,3,7.0,23.333333333333332,58.43333333333333,0.3993154592127781
iWaENj28sfi7F3AEd,Recall Association,Medium,3,54.0,91.52542372881356,47.83050847457627,1.9135364989369243
ifjdN338xR6mjcdBZ,Recall Association,High,3,42.0,47.72727272727273,48.92045454545454,0.9756097560975611
ipTKtbLq75tXSLyi8,Recall Association,Low,3,29.0,96.66666666666667,58.43333333333333,1.654306902452938
ireKcyvo7qsfLSYfx,Recall Association,Medium,3,51.0,86.4406779661017,47.83050847457627,1.8072289156626509
jELpZu2m87dKbk6fm,Recall Association,Medium,6,51.0,86.4406779661017,70.64406779661017,1.223608445297505
jaoqkh65z9dQko4dd,Recall Association,Low,3,30.0,100.0,58.43333333333333,1.7113519680547633
kBNyNsuKhPGnBEsBg,Recall Association,Low,3,25.0,83.33333333333334,58.43333333333333,1.4261266400456363
kLkk9Jof3GfCEmFS8,Recall Association,Low,6,30.0,100.0,80.9,1.2360939431396785
kjBe9cm5aHxeztR6a,Recall Association,High,3,55.0,62.5,48.92045454545454,1.2775842044134729
mZEfuwndnhRndkknE,Recall Association,High,6,52.0,59.09090909090909,73.67045454545455,0.8020977942310659
mZyWk4HeLRXhChvd6,Recall Association,Low,3,30.0,100.0,58.43333333333333,1.7113519680547633
mxz62FoBLQFye9y5w,Recall Association,Medium,6,39.0,66.10169491525424,70.64406779661017,0.935700575815739
n5mYKGTDSkPkaeHNa,Recall Association,High,3,55.0,62.5,48.92045454545454,1.2775842044134729
n8vPAtZatwMjA98mM,Recall Association,Low,6,26.0,86.66666666666667,80.9,1.0712814173877214
nMFMeTqkSpZpQbsu9,Recall Association,Low,3,16.0,53.333333333333336,58.43333333333333,0.9127210496292072
nPoFhpHRoPv9bThkB,Recall Association,High,6,64.0,72.72727272727273,73.67045454545455,0.9871972852074657
nXn2FMQTXw4mKshuP,Recall Association,Low,3,30.0,100.0,58.43333333333333,1.7113519680547633
ner72cHcJaynTP2Qi,Recall Association,Medium,3,30.0,50.847457627118644,47.83050847457627,1.0630758327427356
oA7pgyh8eFHww9gFm,Recall Association,Low,3,7.0,23.333333333333332,58.43333333333333,0.3993154592127781
oEE8qWKHeiamfifN4,Recall Association,Low,3,30.0,100.0,58.43333333333333,1.7113519680547633
oEkLfPYmYAaPJbuGH,Recall Association,High,3,46.0,52.27272727272727,48.92045454545454,1.0685249709639955
odgJJscmos78zZSxb,Recall Association,Medium,6,55.0,93.22033898305084,70.64406779661017,1.31957773512476
ou2gk4nZWkwPbExFD,Recall Association,Low,3,5.0,16.666666666666664,58.43333333333333,0.2852253280091272
pFCuzkKYfFiFRz7ti,Recall Association,Low,3,14.0,46.666666666666664,58.43333333333333,0.7986309184255562
pG97CmYuBdd9QfenC,Recall Association,Medium,6,36.0,61.016949152542374,70.64406779661017,0.8637236084452975
pkBhsNduoyou7dYbT,Recall Association,Medium,3,30.0,50.847457627118644,47.83050847457627,1.0630758327427356
psESETc57Sp2udBQn,Recall Association,High,3,54.0,61.36363636363637,48.92045454545454,1.2543554006968642
ptTQAmtfz5rKcKP4g,Recall Association,High,6,39.0,44.31818181818182,73.67045454545455,0.6015733456732995
q8PKR9oyEwxDw45Ny,Recall Association,High,6,43.0,48.86363636363637,73.67045454545455,0.663273175998766
qEqnuqAEQPgMRKgid,Recall Association,Medium,6,34.0,57.6271186440678,70.64406779661017,0.8157389635316699
qPEyNABfBPWff3QbK,Recall Association,Low,6,28.0,93.33333333333333,80.9,1.1536876802637
qadDmzMQkWAjacg3d,Recall Association,Medium,6,40.0,67.79661016949152,70.64406779661017,0.9596928982725526
qdeXxWmALiYoNw6PG,Recall Association,Low,3,29.0,96.66666666666667,58.43333333333333,1.654306902452938
qoYsuCQaF3FXHTjbn,Recall Association,Medium,6,52.0,88.13559322033898,70.64406779661017,1.2476007677543184
r758cfMpih7qK5SPZ,Recall Association,Medium,3,9.0,15.254237288135593,47.83050847457627,0.3189227498228207
rGpLvamWQvw8b2sD6,Recall Association,Low,3,28.0,93.33333333333333,58.43333333333333,1.5972618368511124
rcTSgRzCAPAfbkXPL,Recall Association,Low,6,17.0,56.666666666666664,80.9,0.7004532344458178
rmKTCTbxEc7JksMX9,Recall Association,High,3,68.0,77.27272727272727,48.92045454545454,1.5795586527293846
s5AfWxBzumiennNtB,Recall Association,High,3,10.0,11.363636363636363,48.92045454545454,0.23228803716608598
sCMy5ioxd6KGXPn6i,Recall Association,Low,6,28.0,93.33333333333333,80.9,1.1536876802637
sYnXcteRtyCNFHNTs,Recall Association,High,6,75.0,85.22727272727273,73.67045454545455,1.1568718186024989
t24cpo2zaNKLbpBpT,Recall Association,Low,3,7.0,23.333333333333332,58.43333333333333,0.3993154592127781
tB3jaoKbq2yiuG7Li,Recall Association,Low,6,30.0,100.0,80.9,1.2360939431396785
tMLPaHQLH52a5LGZQ,Recall Association,Low,3,14.0,46.666666666666664,58.43333333333333,0.7986309184255562
tXstTiMTsfkrTSgz7,Recall Association,Medium,3,22.0,37.28813559322034,47.83050847457627,0.7795889440113395
tYq66kutKhMmPza28,Recall Association,Medium,3,49.0,83.05084745762711,47.83050847457627,1.7363571934798014
tiFcmfWTRhRjbccGy,Recall Association,Medium,6,45.0,76.27118644067797,70.64406779661017,1.0796545105566218
twAZTA9TiomRWH9oP,Recall Association,High,6,50.0,56.81818181818182,73.67045454545455,0.7712478790683326
uPFSzm9e7yMBG7bwm,Recall Association,High,6,83.0,94.31818181818183,73.67045454545455,1.2802714792534322
uys88LZBBagxEEsbr,Recall Association,Medium,6,59.0,100.0,70.64406779661017,1.4155470249520152
v5K6XHECntLnNj8MB,Recall Association,High,3,68.0,77.27272727272727,48.92045454545454,1.5795586527293846
vP7P25ZDGQ5XXpzZ5,Recall Association,Medium,6,32.0,54.23728813559322,70.64406779661017,0.7677543186180421
vbvw4DNeuXqxTzdNN,Recall Association,Medium,3,45.0,76.27118644067797,47.83050847457627,1.5946137491141035
vfGJwDQSqjAPRa4xZ,Recall Association,Low,6,17.0,56.666666666666664,80.9,0.7004532344458178
w3QosrmJpmrEErzZN,Recall Association,High,3,27.0,30.681818181818183,48.92045454545454,0.6271777003484321
wGBuuFEb69tSMmkjj,Recall Association,Medium,3,33.0,55.932203389830505,47.83050847457627,1.1693834160170091
wgobzjdiJoGPSkcJw,Recall Association,Low,6,20.0,66.66666666666666,80.9,0.8240626287597855
wo6B8Qti3ykigiffv,Recall Association,Low,3,29.0,96.66666666666667,58.43333333333333,1.654306902452938
xDjfoE5pjk84mKxaf,Recall Association,High,3,44.0,50.0,48.92045454545454,1.0220673635307782
xHXuE9kuoS3PSZ8jd,Recall Association,Low,3,10.0,33.33333333333333,58.43333333333333,0.5704506560182544
xYehdXG34oxoM3May,Recall Association,Low,6,23.0,76.66666666666667,80.9,0.9476720230737536
y6vaeiuFujzPzQ4wh,Recall Association,Medium,3,49.0,83.05084745762711,47.83050847457627,1.7363571934798014
yde4ndxyTABufHsTP,Recall Association,High,3,38.0,43.18181818181818,48.92045454545454,0.8826945412311267
ywqwREPuPa3YechnE,Recall Association,Low,6,24.0,80.0,80.9,0.9888751545117428
zGmDikfM2NNtKGeeR,Recall Association,High,3,66.0,75.0,48.92045454545454,1.5331010452961675
zuu73AuczYh84fnL4,Recall Association,Medium,6,19.0,32.20338983050847,70.64406779661017,0.4558541266794625
